CHEM_ID,Original_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY
,Glycolytic_Ratio,Glycolytic_Ratio,,
100015620.0,100015620,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,Lipid,Lactosylceramides (LCER)
100001270.0,100001270,myristoylcarnitine (C14),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"
1489.0,1489,palmitoyl ethanolamide (16:0),Lipid,Endocannabinoid
100001612.0,100001612,N-acetyl-aspartyl-glutamate (NAAG),Amino Acid,Glutamate Metabolism
100001662.0,100001662,deoxycarnitine,Lipid,Carnitine Metabolism
100015835.0,100015835,cerotoylcarnitine (C26)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"
100003594.0,100003594,phenylalanyltryptophan,Peptide,Dipeptide
100006641.0,100006641,glycochenodeoxycholate 3-sulfate,Lipid,Primary Bile Acid Metabolism
100001948.0,100001948,succinylcarnitine (C4-DC),Energy,TCA Cycle
100002028.0,100002028,"androstenediol (3beta,17beta) monosulfate (1)",Lipid,Androgenic Steroids
100002868.0,100002868,1-behenoyl-GPC (22:0),Lipid,Lysophospholipid
100006295.0,100006295,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,Sphingomyelins
342.0,342,glycocholate,Lipid,Primary Bile Acid Metabolism
100015787.0,100015787,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins
100021000.0,100021000,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,Lipid,Sphingomyelins
100004561.0,100004561,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism
100015914.0,100015914,1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*,Lipid,Phosphatidylcholine (PC)
100009132.0,100009132,1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,Lipid,Phosphatidylcholine (PC)
100021502.0,100021502,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid
100009131.0,100009131,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phosphatidylcholine (PC)
100009078.0,100009078,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phosphatidylethanolamine (PE)
100001556.0,100001556,2-oleoyl-GPC (18:1)*,Lipid,Lysophospholipid
100008977.0,100008977,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE)
100009220.0,100009220,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,Lipid,Phosphatidylethanolamine (PE)
100000436.0,100000436,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism
100008955.0,100008955,tricosanoyl sphingomyelin (d18:1/23:0)*,Lipid,Sphingomyelins
100001106.0,100001106,"1,3-dimethylurate",Xenobiotics,Xanthine Metabolism
100021104.0,100021104,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids
100002241.0,100002241,7-methylurate,Xenobiotics,Xanthine Metabolism
100001987.0,100001987,"5alpha-androstan-3beta,17beta-diol disulfate",Lipid,Androgenic Steroids
100020276.0,100020276,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",Lipid,Sphingomyelins
100001409.0,100001409,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
100006298.0,100006298,lignoceroyl sphingomyelin (d18:1/24:0),Lipid,Sphingomyelins
888.0,888,caprate (10:0),Lipid,Medium Chain Fatty Acid
1518.0,1518,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides
100004552.0,100004552,1-eicosapentaenoyl-GPE (20:5)*,Lipid,Lysophospholipid
100001554.0,100001554,2-arachidonoyl-GPC (20:4)*,Lipid,Lysophospholipid
100015971.0,100015971,cortolone glucuronide (1),Lipid,Corticosteroids
100015790.0,100015790,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",Lipid,Sphingomyelins
100001279.0,100001279,hyocholate (gamma-muricholate),Lipid,Secondary Bile Acid Metabolism
100008989.0,100008989,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,Lipid,Phosphatidylcholine (PC)
100009227.0,100009227,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid
1538.0,1538,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins
100006294.0,100006294,behenoyl sphingomyelin (d18:1/22:0)*,Lipid,Sphingomyelins
100001990.0,100001990,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism
100001777.0,100001777,1-oleoyl-GPI (18:1),Lipid,Lysophospholipid
100004182.0,100004182,3beta-hydroxy-5-cholenoate,Lipid,Secondary Bile Acid Metabolism
100001562.0,100001562,2-palmitoyl-GPC (16:0)*,Lipid,Lysophospholipid
100009025.0,100009025,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins
100015882.0,100015882,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER)
100001555.0,100001555,2-stearoyl-GPC (18:0)*,Lipid,Lysophospholipid
100015834.0,100015834,lignoceroylcarnitine (C24)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"
100004329.0,100004329,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,Sphingomyelins
355.0,355,histidine,Amino Acid,Histidine Metabolism
100001295.0,100001295,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid
100009219.0,100009219,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,Lipid,Phosphatidylethanolamine (PE)
100001651.0,100001651,2-oleoyl-GPE (18:1)*,Lipid,Lysophospholipid
100001580.0,100001580,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
100005351.0,100005351,1-eicosapentaenoyl-GPC (20:5)*,Lipid,Lysophospholipid
100001395.0,100001395,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid
100009166.0,100009166,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",Lipid,Phosphatidylcholine (PC)
100000265.0,100000265,kynurenine,Amino Acid,Tryptophan Metabolism
100001073.0,100001073,androsterone sulfate,Lipid,Androgenic Steroids
100001557.0,100001557,2-linoleoyl-GPC (18:2)*,Lipid,Lysophospholipid
100006290.0,100006290,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingomyelins
798.0,798,adenosine,Nucleotide,"Purine Metabolism, Adenine containing"
100002026.0,100002026,"androstenediol (3alpha, 17alpha) monosulfate (2)",Lipid,Androgenic Steroids
100022013.0,100022013,tetrahydrocortisol glucuronide,Lipid,Corticosteroids
100009030.0,100009030,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Lactosylceramides (LCER)
100002107.0,100002107,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins
1137.0,1137,oleoyl ethanolamide (18:1),Lipid,Endocannabinoid
100008918.0,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,Plasmalogen
100001501.0,100001501,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"
100005716.0,100005716,1-oleoyl-GPG (18:1)*,Lipid,Lysophospholipid
1004.0,1004,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
100003151.0,100003151,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"
313.0,313,sphinganine,Lipid,Sphingolipid Synthesis
100015836.0,100015836,ximenoylcarnitine (C26:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"
461.0,461,phosphate,Energy,Oxidative Phosphorylation
100001193.0,100001193,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
100001391.0,100001391,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"
100008980.0,100008980,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC)
136.0,136,cholate,Lipid,Primary Bile Acid Metabolism
209.0,209,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing"
100006173.0,100006173,pregnanolone/allopregnanolone sulfate,Lipid,Progestin Steroids
100010922.0,100010922,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Lipid,Diacylglycerol
100002061.0,100002061,2-docosahexaenoyl-GPE (22:6)*,Lipid,Lysophospholipid
100001264.0,100001264,1-margaroyl-GPC (17:0),Lipid,Lysophospholipid
100001412.0,100001412,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing"
100008956.0,100008956,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingomyelins
100002063.0,100002063,1-docosapentaenoyl-GPC (22:5n3)*,Lipid,Lysophospholipid
100001456.0,100001456,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing"
100021093.0,100021093,taurochenodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism
100015625.0,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,Hexosylceramides (HCER)
361.0,361,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
100020550.0,100020550,deoxycholic acid glucuronide,Lipid,Secondary Bile Acid Metabolism
1087.0,1087,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid
100020414.0,100020414,6-bromotryptophan,Amino Acid,Tryptophan Metabolism
181.0,181,laurate (12:0),Lipid,Medium Chain Fatty Acid
100002008.0,100002008,"5alpha-androstan-3alpha,17alpha-diol monosulfate",Lipid,Androgenic Steroids
100015744.0,100015744,"ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides
100009209.0,100009209,1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,Lipid,Phosphatidylethanolamine (PE)
100002106.0,100002106,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins
100008991.0,100008991,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE)
100008992.0,100008992,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE)
100009019.0,100009019,1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,Lipid,Plasmalogen
100009021.0,100009021,1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*,Lipid,Plasmalogen
100002874.0,100002874,1-nervonoyl-GPC (24:1n9)*,Lipid,Lysophospholipid
100010936.0,100010936,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol
100002024.0,100002024,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",Lipid,Androgenic Steroids
